ID,lsoa01cd,lsoa01nm,mh_crude_tot,mh_tot
1641,E01001641,Greenwich 018D,235,-0.753580905
1642,E01001642,Greenwich 018E,250,-0.671754678
1643,E01001643,Greenwich 018F,308,-0.355359938
1644,E01001644,Greenwich 018G,228,-0.791766477
1645,E01001645,Greenwich 022A,520,0.801117391
1646,E01001646,Greenwich 019A,260,-0.617203861
1647,E01001647,Greenwich 022B,338,-0.191707485
1648,E01001648,Greenwich 022C,347,-0.14261175
1649,E01001649,Greenwich 022D,413,0.217423645
1650,E01001650,Greenwich 019B,445,0.391986261
1651,E01001651,Greenwich 019C,457,0.457447242
1652,E01001652,Greenwich 019D,486,0.615644612
1653,E01001653,Greenwich 029A,408,0.190148236
1654,E01001654,Greenwich 029B,416,0.23378889
1655,E01001655,Greenwich 029C,565,1.04659607
1656,E01001656,Greenwich 026A,403,0.162872828
1657,E01001657,Greenwich 026B,240,-0.726305496
1658,E01001658,Greenwich 026C,321,-0.284443875
1659,E01001659,Greenwich 026D,375,0.010130539
1660,E01001660,Greenwich 029D,318,-0.30080912
1661,E01001661,Greenwich 029E,311,-0.338994692
1662,E01001662,Greenwich 010A,238,-0.737215659
1663,E01001663,Greenwich 010B,105,-1.462741531
1664,E01001664,Greenwich 010C,261,-0.611748779
1665,E01001665,Greenwich 010D,216,-0.857227458
1666,E01001666,Greenwich 010E,285,-0.480826818
1667,E01001667,Greenwich 010F,540,0.910219026
1668,E01001668,Greenwich 010G,346,-0.148066831
1669,E01001669,Greenwich 013A,379,0.031950866
1670,E01001670,Greenwich 013B,239,-0.731760578
1671,E01001671,Greenwich 013C,272,-0.55174288
1672,E01001672,Greenwich 006A,256,-0.639024188
1673,E01001673,Greenwich 006B,488,0.626554776
1674,E01001674,Greenwich 006C,393,0.10832201
1675,E01001675,Greenwich 006D,259,-0.622658943
1676,E01001676,Greenwich 013D,265,-0.589928452
1677,E01001677,Greenwich 006E,221,-0.829952049
1678,E01001678,Greenwich 017A,308,-0.355359938
1679,E01001679,Greenwich 020A,163,-1.14634679
1680,E01001680,Greenwich 020B,259,-0.622658943
1681,E01001681,Greenwich 020C,258,-0.628114025
1682,E01001682,Greenwich 020D,487,0.621099694
1683,E01001683,Greenwich 017B,357,-0.088060932
1684,E01001684,Greenwich 017C,313,-0.328084529
1685,E01001685,Greenwich 017D,278,-0.51901239
1686,E01001686,Greenwich 020E,423,0.271974462
1687,E01001687,Greenwich 002A,299,-0.404455673
1688,E01001688,Greenwich 002B,514,0.768386901
1689,E01001689,Greenwich 002C,204,-0.922688438
1690,E01001690,Greenwich 001A,327,-0.251713385
1691,E01001691,Greenwich 002D,152,-1.206352689
1692,E01001692,Greenwich 001B,231,-0.775401231
1693,E01001693,Greenwich 001C,336,-0.202617649
1694,E01001694,Greenwich 001D,259,-0.622658943
1695,E01001695,Greenwich 011A,481,0.588369203
1696,E01001696,Greenwich 011B,301,-0.39354551
1697,E01001697,Greenwich 011C,312,-0.333539611
1698,E01001698,Greenwich 015A,458,0.462902323
1699,E01001699,Greenwich 015B,352,-0.115336341
1700,E01001700,Greenwich 011D,387,0.07559152
1701,E01001701,Greenwich 015C,551,0.970224925
1702,E01001702,Greenwich 015D,322,-0.278988793
1703,E01001703,Greenwich 011E,285,-0.480826818
1704,E01001704,Greenwich 011F,478,0.572003958
1705,E01001705,Greenwich 005A,393,0.10832201
1706,E01001706,Greenwich 005B,785,2.246714052
1707,E01001707,Greenwich 004A,210,-0.889957948
1708,E01001708,Greenwich 005C,318,-0.30080912
1709,E01001709,Greenwich 004B,525,0.8283928
1710,E01001710,Greenwich 005D,439,0.35925577
1711,E01001711,Greenwich 004C,203,-0.92814352
1712,E01001712,Greenwich 004D,647,1.493912772
1713,E01001713,Greenwich 005E,337,-0.197162567
1714,E01001714,Hackney 002A,705,1.810307513
1715,E01001715,Hackney 007A,354,-0.104426178
1716,E01001716,Hackney 007B,764,2.132157336
1717,E01001717,Hackney 007C,210,-0.889957948
1718,E01001718,Hackney 007D,179,-1.059065482
1719,E01001719,Hackney 007E,606,1.270254421
1720,E01001720,Hackney 007F,345,-0.153521913
1721,E01001721,Hackney 002B,591,1.188428195
1722,E01001722,Hackney 005A,431,0.315615116
1723,E01001723,Hackney 006A,231,-0.775401231
1724,E01001724,Hackney 006B,286,-0.475371736
1725,E01001725,Hackney 004A,272,-0.55174288
1726,E01001726,Hackney 004B,276,-0.529922553
1727,E01001727,Hackney 006C,184,-1.031790073
1728,E01001728,Hackney 005B,205,-0.917233357
1729,E01001729,Hackney 019A,586,1.161152786
1730,E01001730,Hackney 019B,442,0.375621016
1731,E01001731,Hackney 017A,316,-0.311719284
1732,E01001732,Hackney 019C,324,-0.26807863
1733,E01001733,Hackney 015A,333,-0.218982894
1734,E01001734,Hackney 017B,532,0.866578372
1735,E01001735,Hackney 019D,552,0.975680007
1736,E01001736,Hackney 012A,269,-0.568108125
1737,E01001737,Hackney 012B,299,-0.404455673
1738,E01001738,Hackney 012C,382,0.048316111
1739,E01001739,Hackney 012D,543,0.926584271
1740,E01001740,Hackney 014A,607,1.275709503
1741,E01001741,Hackney 009A,293,-0.437186164
1742,E01001742,Hackney 008A,694,1.750301614
1743,E01001743,Hackney 021A,457,0.457447242
1744,E01001744,Hackney 021B,427,0.293794789
1745,E01001745,Hackney 016A,432,0.321070198
1746,E01001746,Hackney 016B,290,-0.453551409
1747,E01001747,Hackney 014B,511,0.752021656
1748,E01001748,Hackney 020A,406,0.179238073
1749,E01001749,Hackney 020B,379,0.031950866
1750,E01001750,Hackney 021C,497,0.675650511
1751,E01001751,Hackney 021D,147,-1.233628098
1752,E01001752,Hackney 025A,369,-0.022599951
1753,E01001753,Hackney 025B,403,0.162872828
1754,E01001754,Hackney 025C,364,-0.04987536
1755,E01001755,Hackney 025D,688,1.717571123
1756,E01001756,Hackney 021E,252,-0.660844515
1757,E01001757,Hackney 016C,267,-0.579018289
1758,E01001758,Hackney 016D,403,0.162872828
1759,E01001759,Hackney 016E,510,0.746566574
1760,E01001760,Hackney 017C,457,0.457447242
1761,E01001761,Hackney 016F,594,1.20479344
1762,E01001762,Hackney 017D,461,0.479267569
1763,E01001763,Hackney 020C,367,-0.033510115
1764,E01001764,Hackney 010A,325,-0.262623548
1765,E01001765,Hackney 010B,589,1.177518031
1766,E01001766,Hackney 010C,539,0.904763944
1767,E01001767,Hackney 010D,325,-0.262623548
1768,E01001768,Hackney 006D,402,0.157417746
1769,E01001769,Hackney 006E,321,-0.284443875
1770,E01001770,Hackney 010E,510,0.746566574
1771,E01001771,Hackney 027A,176,-1.075430727
1772,E01001772,Hackney 024A,419,0.250154136
1773,E01001773,Hackney 025E,360,-0.071695687
1774,E01001774,Hackney 024B,274,-0.540832717
1775,E01001775,Hackney 024C,629,1.395721301
1776,E01001776,Hackney 025F,685,1.701205878
1777,E01001777,Hackney 027B,280,-0.508102226
1778,E01001778,Hackney 027C,226,-0.80267664
1779,E01001779,Hackney 026A,364,-0.04987536
1780,E01001780,Hackney 027D,489,0.632009857
1781,E01001781,Hackney 026B,549,0.959314762
1782,E01001782,Hackney 026C,290,-0.453551409
1783,E01001783,Hackney 026D,419,0.250154136
1784,E01001784,Hackney 027E,319,-0.295354038
1785,E01001785,Hackney 015B,466,0.506542977
1786,E01001786,Hackney 013A,434,0.331980362
1787,E01001787,Hackney 013B,548,0.95385968
1788,E01001788,Hackney 013C,684,1.695750797
1789,E01001789,Hackney 015C,412,0.211968563
1790,E01001790,Hackney 013D,395,0.119232174
1791,E01001791,Hackney 015D,272,-0.55174288
1792,E01001792,Hackney 011A,527,0.839302963
1793,E01001793,Hackney 011B,286,-0.475371736
1794,E01001794,Hackney 011C,558,1.008410497
1795,E01001795,Hackney 011D,413,0.217423645
1796,E01001796,Hackney 011E,305,-0.371725183
1797,E01001797,Hackney 005C,317,-0.306264202
1798,E01001798,Hackney 005D,636,1.433906873
1799,E01001799,Hackney 003A,186,-1.02087991
1800,E01001800,Hackney 004C,441,0.370165934
1801,E01001801,Hackney 008B,599,1.232068849
1802,E01001802,Hackney 003B,478,0.572003958
1803,E01001803,Hackney 008C,305,-0.371725183
1804,E01001804,Hackney 003C,346,-0.148066831
1805,E01001805,Hackney 009B,308,-0.355359938
1806,E01001806,Hackney 008D,411,0.206513482
1807,E01001807,Hackney 003D,363,-0.055330442
1808,E01001808,Hackney 001A,170,-1.108161218
1809,E01001809,Hackney 001B,273,-0.546287798
1810,E01001810,Hackney 002C,667,1.603014407
1811,E01001811,Hackney 002D,534,0.877488536
1812,E01001812,Hackney 003E,410,0.2010584
1813,E01001813,Hackney 002E,554,0.98659017
1814,E01001814,Hackney 001C,259,-0.622658943
1815,E01001815,Hackney 024D,599,1.232068849
1816,E01001816,Hackney 020D,266,-0.584473371
1817,E01001817,Hackney 021F,559,1.013865579
1818,E01001818,Hackney 023A,261,-0.611748779
1819,E01001819,Hackney 020E,451,0.424716751
1820,E01001820,Hackney 024E,442,0.375621016
1821,E01001821,Hackney 024F,590,1.182973113
1822,E01001822,Hackney 005E,482,0.593824285
1823,E01001823,Hackney 001D,244,-0.704485169
1824,E01001824,Hackney 004D,343,-0.164432077
1825,E01001825,Hackney 001E,161,-1.157256953
1826,E01001826,Hackney 004E,420,0.255609217
1827,E01001827,Hackney 005F,483,0.599279367
1828,E01001828,Hackney 005G,499,0.686560675
1829,E01001829,Hackney 009C,308,-0.355359938
1830,E01001830,Hackney 014C,480,0.582914122
1831,E01001831,Hackney 009D,448,0.408351506
1832,E01001832,Hackney 009E,311,-0.338994692
1833,E01001833,Hackney 014D,588,1.17206295
1834,E01001834,Hackney 014E,283,-0.491736981
1835,E01001835,Hackney 014F,281,-0.502647145
1836,E01001836,Hackney 022A,451,0.424716751
1837,E01001837,Hackney 023B,255,-0.64447927
1838,E01001838,Hackney 019E,521,0.806572473
1839,E01001839,Hackney 023C,807,2.36672585
1840,E01001840,Hackney 022B,666,1.597559325
1841,E01001841,Hackney 022C,701,1.788487186
1842,E01001842,Hackney 023D,439,0.35925577
1843,E01001843,Hackney 023E,548,0.95385968
1844,E01001844,Hackney 022D,351,-0.120791423
1845,E01001845,Hackney 022E,608,1.281164584
1846,E01001846,Hackney 018A,464,0.495632814
1847,E01001847,Hackney 018B,853,2.61765961
1848,E01001848,Hackney 018C,779,2.213983562
1849,E01001849,Hackney 018D,416,0.23378889
1850,E01001850,Hackney 019F,414,0.222878727
1851,E01001851,Hammersmith and Fulham 010A,214,-0.868137621
1852,E01001852,Hammersmith and Fulham 007A,342,-0.169887158
1853,E01001853,Hammersmith and Fulham 007B,490,0.637464939
1854,E01001854,Hammersmith and Fulham 007C,440,0.364710852
1855,E01001855,Hammersmith and Fulham 010B,506,0.724746247
1856,E01001856,Hammersmith and Fulham 010C,1125,4.101441844
1857,E01001857,Hammersmith and Fulham 007D,961,3.206808438
1858,E01001858,Hammersmith and Fulham 006A,965,3.228628765
1859,E01001859,Hammersmith and Fulham 008A,308,-0.355359938
1860,E01001860,Hammersmith and Fulham 006B,705,1.810307513
1861,E01001861,Hammersmith and Fulham 006C,959,3.195898275
1862,E01001862,Hammersmith and Fulham 005A,1169,4.34146544
1863,E01001863,Hammersmith and Fulham 006D,415,0.228333809
1864,E01001864,Hammersmith and Fulham 006E,750,2.055786191
1865,E01001865,Hammersmith and Fulham 008B,413,0.217423645
1866,E01001866,Hammersmith and Fulham 012A,309,-0.349904856
1867,E01001867,Hammersmith and Fulham 012B,747,2.039420946
1868,E01001868,Hammersmith and Fulham 012C,667,1.603014407
1869,E01001869,Hammersmith and Fulham 010D,630,1.401176383
1870,E01001870,Hammersmith and Fulham 012D,336,-0.202617649
1871,E01001871,Hammersmith and Fulham 012E,526,0.833847882
1872,E01001872,Hammersmith and Fulham 012F,450,0.419261669
1873,E01001873,Hammersmith and Fulham 010E,704,1.804852431
1874,E01001874,Hammersmith and Fulham 001A,828,2.481282567
1875,E01001875,Hammersmith and Fulham 001B,718,1.881223576
1876,E01001876,Hammersmith and Fulham 001C,574,1.095691805
1877,E01001877,Hammersmith and Fulham 001D,523,0.817482636
1878,E01001878,Hammersmith and Fulham 001E,670,1.619379652
1879,E01001879,Hammersmith and Fulham 019A,662,1.575738998
1880,E01001880,Hammersmith and Fulham 017A,621,1.352080647
1881,E01001881,Hammersmith and Fulham 017B,554,0.98659017
1882,E01001882,Hammersmith and Fulham 017C,262,-0.606293698
1883,E01001883,Hammersmith and Fulham 017D,718,1.881223576
1884,E01001884,Hammersmith and Fulham 017E,798,2.317630115
1885,E01001885,Hammersmith and Fulham 015A,995,3.392281217
1886,E01001886,Hammersmith and Fulham 016A,546,0.942949516
1887,E01001887,Hammersmith and Fulham 016B,684,1.695750797
1888,E01001888,Hammersmith and Fulham 018A,382,0.048316111
1889,E01001889,Hammersmith and Fulham 014A,469,0.522908223
1890,E01001890,Hammersmith and Fulham 016C,581,1.133877377
1891,E01001891,Hammersmith and Fulham 018B,274,-0.540832717
1892,E01001892,Hammersmith and Fulham 016D,654,1.532098344
1893,E01001893,Hammersmith and Fulham 013A,532,0.866578372
1894,E01001894,Hammersmith and Fulham 013B,1158,4.281459541
1895,E01001895,Hammersmith and Fulham 009A,548,0.95385968
1896,E01001896,Hammersmith and Fulham 009B,612,1.302984911
1897,E01001897,Hammersmith and Fulham 009C,430,0.310160035
1898,E01001898,Hammersmith and Fulham 013C,713,1.853948167
1899,E01001899,Hammersmith and Fulham 013D,1246,4.761506734
1900,E01001900,Hammersmith and Fulham 013E,1096,3.943244473
1901,E01001901,Hammersmith and Fulham 019B,564,1.041140988
1902,E01001902,Hammersmith and Fulham 019C,512,0.757476737
1903,E01001903,Hammersmith and Fulham 019D,483,0.599279367
1904,E01001904,Hammersmith and Fulham 022A,250,-0.671754678
1905,E01001905,Hammersmith and Fulham 022B,395,0.119232174
1906,E01001906,Hammersmith and Fulham 022C,270,-0.562653044
1907,E01001907,Hammersmith and Fulham 022D,335,-0.208072731
1908,E01001908,Hammersmith and Fulham 015B,512,0.757476737
1909,E01001909,Hammersmith and Fulham 015C,688,1.717571123
1910,E01001910,Hammersmith and Fulham 014B,506,0.724746247
1911,E01001911,Hammersmith and Fulham 015D,713,1.853948167
1912,E01001912,Hammersmith and Fulham 015E,552,0.975680007
1913,E01001913,Hammersmith and Fulham 014C,378,0.026495784
1914,E01001914,Hammersmith and Fulham 014D,525,0.8283928
1915,E01001915,Hammersmith and Fulham 024A,271,-0.557197962
1916,E01001916,Hammersmith and Fulham 024B,235,-0.753580905
1917,E01001917,Hammersmith and Fulham 018C,520,0.801117391
1918,E01001918,Hammersmith and Fulham 018D,393,0.10832201
1919,E01001919,Hammersmith and Fulham 018E,353,-0.109881259
1920,E01001920,Hammersmith and Fulham 020A,935,3.064976313
1921,E01001921,Hammersmith and Fulham 020B,536,0.888398699
1922,E01001922,Hammersmith and Fulham 020C,221,-0.829952049
1923,E01001923,Hammersmith and Fulham 020D,404,0.168327909
1924,E01001924,Hammersmith and Fulham 020E,137,-1.288178915
1925,E01001925,Hammersmith and Fulham 025A,240,-0.726305496
1926,E01001926,Hammersmith and Fulham 024C,236,-0.748125823
1927,E01001927,Hammersmith and Fulham 008C,259,-0.622658943
1928,E01001928,Hammersmith and Fulham 011A,564,1.041140988
1929,E01001929,Hammersmith and Fulham 009D,437,0.348345607
1930,E01001930,Hammersmith and Fulham 008D,1449,5.868888327
1931,E01001931,Hammersmith and Fulham 011B,1095,3.937789391
1932,E01001932,Hammersmith and Fulham 011C,680,1.67393047
1933,E01001933,Hammersmith and Fulham 011D,422,0.266519381
1934,E01001934,Hammersmith and Fulham 025B,453,0.435626915
1935,E01001935,Hammersmith and Fulham 023A,534,0.877488536
1936,E01001936,Hammersmith and Fulham 023B,453,0.435626915
1937,E01001937,Hammersmith and Fulham 025C,334,-0.213527812
1938,E01001938,Hammersmith and Fulham 025D,383,0.053771193
1939,E01001939,Hammersmith and Fulham 023C,455,0.446537078
1940,E01001940,Hammersmith and Fulham 005B,748,2.044876028
1941,E01001941,Hammersmith and Fulham 005C,1326,5.197913273
1942,E01001942,Hammersmith and Fulham 005D,519,0.795662309
1943,E01001943,Hammersmith and Fulham 004A,806,2.361270769
1944,E01001944,Hammersmith and Fulham 004B,959,3.195898275
1945,E01001945,Hammersmith and Fulham 004C,703,1.79939735
1946,E01001946,Hammersmith and Fulham 004D,538,0.899308863
1947,E01001947,Hammersmith and Fulham 021A,950,3.146802539
1948,E01001948,Hammersmith and Fulham 021B,242,-0.715395332
1949,E01001949,Hammersmith and Fulham 021C,211,-0.884502866
1950,E01001950,Hammersmith and Fulham 021D,288,-0.464461572
1951,E01001951,Hammersmith and Fulham 021E,307,-0.360815019
1952,E01001952,Hammersmith and Fulham 024D,463,0.490177732
1953,E01001953,Hammersmith and Fulham 021F,507,0.730201329
1954,E01001954,Hammersmith and Fulham 003A,543,0.926584271
1955,E01001955,Hammersmith and Fulham 002A,618,1.335715402
1956,E01001956,Hammersmith and Fulham 003B,432,0.321070198
1957,E01001957,Hammersmith and Fulham 002B,789,2.268534379
1958,E01001958,Hammersmith and Fulham 002C,539,0.904763944
1959,E01001959,Hammersmith and Fulham 003C,619,1.341170483
1960,E01001960,Hammersmith and Fulham 003D,499,0.686560675
1961,E01001961,Hammersmith and Fulham 002D,429,0.304704953
1962,E01001962,Haringey 004A,211,-0.884502866
1963,E01001963,Haringey 009A,205,-0.917233357
1964,E01001964,Haringey 009B,273,-0.546287798
1965,E01001965,Haringey 009C,264,-0.595383534
1966,E01001966,Haringey 009D,254,-0.649934351
1967,E01001967,Haringey 014A,500,0.692015756
1968,E01001968,Haringey 014B,327,-0.251713385
1969,E01001969,Haringey 001A,383,0.053771193
1970,E01001970,Haringey 004B,313,-0.328084529
1971,E01001971,Haringey 001B,430,0.310160035
1972,E01001972,Haringey 004C,404,0.168327909
1973,E01001973,Haringey 004D,372,-0.006234706
1974,E01001974,Haringey 001C,307,-0.360815019
1975,E01001975,Haringey 001D,398,0.135597419
1976,E01001976,Haringey 011A,479,0.57745904
1977,E01001977,Haringey 011B,535,0.882943617
1978,E01001978,Haringey 011C,602,1.248434094
1979,E01001979,Haringey 011D,361,-0.066240605
1980,E01001980,Haringey 018A,368,-0.028055033
1981,E01001981,Haringey 018B,251,-0.666299597
1982,E01001982,Haringey 018C,422,0.266519381
1983,E01001983,Haringey 018D,424,0.277429544
1984,E01001984,Haringey 033A,463,0.490177732
1985,E01001985,Haringey 033B,411,0.206513482
1986,E01001986,Haringey 034A,321,-0.284443875
1987,E01001987,Haringey 033C,216,-0.857227458
1988,E01001988,Haringey 034B,310,-0.344449774
1989,E01001989,Haringey 033D,294,-0.431731082
1990,E01001990,Haringey 034C,249,-0.67720976
1991,E01001991,Haringey 017A,612,1.302984911
1992,E01001992,Haringey 017B,248,-0.682664842
1993,E01001993,Haringey 017C,270,-0.562653044
1994,E01001994,Haringey 030A,306,-0.366270101
1995,E01001995,Haringey 017D,328,-0.246258303
1996,E01001996,Haringey 014C,214,-0.868137621
1997,E01001997,Haringey 014D,238,-0.737215659
1998,E01001998,Haringey 023A,294,-0.431731082
1999,E01001999,Haringey 023B,458,0.462902323
2000,E01002000,Haringey 031A,329,-0.2408032
2001,E01002001,Haringey 031B,432,0.3210702
2002,E01002002,Haringey 031C,393,0.108322
2003,E01002003,Haringey 023C,539,0.9047639
2004,E01002004,Haringey 023D,293,-0.4371862
2005,E01002005,Haringey 035A,172,-1.097251
2006,E01002006,Haringey 035B,233,-0.7644911
2007,E01002007,Haringey 035C,200,-0.9445088
2008,E01002008,Haringey 030B,544,0.9320394
2009,E01002009,Haringey 035D,205,-0.9172334
2010,E01002010,Haringey 030C,443,0.3810761
2011,E01002011,Haringey 030D,286,-0.4753717
2012,E01002012,Haringey 020A,464,0.4956328
2013,E01002013,Haringey 022A,283,-0.491737
2014,E01002014,Haringey 020B,393,0.108322
2015,E01002015,Haringey 020C,399,0.1410525
2016,E01002016,Haringey 028A,328,-0.2462583
2017,E01002017,Haringey 028B,337,-0.1971626
2018,E01002018,Haringey 020D,483,0.5992794
2019,E01002019,Haringey 022B,277,-0.5244675
2020,E01002020,Haringey 021A,308,-0.3553599
2021,E01002021,Haringey 022C,403,0.1628728
2022,E01002022,Haringey 021B,618,1.335715
2023,E01002023,Haringey 021C,419,0.2501541
2024,E01002024,Haringey 022D,339,-0.1862524
2025,E01002025,Haringey 021D,147,-1.233628
2026,E01002026,Haringey 016A,591,1.188428
2027,E01002027,Haringey 010A,442,0.375621
2028,E01002028,Haringey 010B,339,-0.1862524
